t;AMPAR;AMPAR_bulk;AMPAR_P831;AMPAR_P845;AMPAR_P845_P831;Anchor;J__01_AMPAR_Transport;J__02_AMPAR_Phospho845;J__03_AMPAR_P845_Dephospho;J__04_AMPAR_P831_Phospho845;J__05_AMPAR_P831_P45_Dephospho;J__06_AMPAR_P845_int;J__07_AMPAR_P845_P831_int;J__08_mAMPAR_P845_Phospho831;J__09_mAMPAR_P845_P831_Dephospho831;J__10_mAMPAR_Phospho845;J__11_mAMPAR_P845_Dephospho845;J__12_mAMPAR_sep;J__13_mAMPAR_P845_P831_Dephospho845;J__14_mAMPAR_Phospho831;J__15_mAMPAR_P831_Dephospho831;J__16_mAMPAR_P831_Phospho845;J__17_mAMPAR_P831_sep;mAMPAR;mAMPAR_P831;mAMPAR_p845;mAMPAR_p845_p831;PKA;PP1
4866.0;3.5989436730010976E-6;1.9998E-4;1.177875570856974E-6;6.169554224732832E-8;2.0313138006662737E-8;733.4131592390894;6.963269989019972E-10;1.0663803826601358E-7;9.950891930454007E-8;3.4900913352338295E-8;3.276312367035327E-8;2.574957673299156E-7;7.719936477994667E-8;3.017291303263492E-7;2.964863638940666E-7;6.414956813121716E-7;8.911033511118022E-7;2.3237041329122501E-7;2.964863638940666E-7;6.414956813121716E-7;6.381797150305428E-7;2.16088293214187E-7;7.827384536163351E-8;5.809260332280625E-4;1.9568461340408377E-4;2.732392063001875E-4;9.091105775930808E-5;0.018519;0.24999999999999997
4868.0;3.5989446671752828E-6;1.9998E-4;1.1779340497114945E-6;6.169598542810415E-8;2.0314111759668812E-8;733.4131591910219;6.953328247168656E-10;1.066380677237358E-7;9.950963411195849E-8;3.490264610310073E-8;3.2764694239512076E-8;2.5747102393446125E-7;7.720524790557008E-8;3.0173496844827764E-7;2.9649968684325625E-7;6.4152640476026E-7;8.9112059283836E-7;2.3238154237869538E-7;2.9649968684325625E-7;6.4152640476026E-7;6.382151732906975E-7;2.161002994809516E-7;7.827819441026476E-8;5.809538559467384E-4;1.956954860256619E-4;2.732444931882388E-4;9.091514296407652E-5;0.018519;0.24999999999999997
4870.0;3.5989456599300452E-6;1.9998E-4;1.177992445073519E-6;6.169642797613278E-8;2.031508412241042E-8;733.4131591430231;6.943400699543951E-10;1.0663809713940004E-7;9.951034789881734E-8;3.490437637994862E-8;3.2766262566309124E-8;2.574463158661571E-7;7.721112263163372E-8;3.017407982348815E-7;2.965129907707533E-7;6.415570843432049E-7;8.911378099481973E-7;2.3239265557671125E-7;2.965129907707533E-7;6.415570843432049E-7;6.38250580925653E-7;2.1611228860588823E-7;7.828253724958603E-8;5.809816389417781E-4;1.9570634312396506E-4;2.7324977252798525E-4;9.091922233624053E-5;0.018519;0.24999999999999997
4872.0;3.598946651267411E-6;1.9998E-4;1.1780507570622527E-6;6.169686989231766E-8;2.0316055096872484E-8;733.4131590950929;6.933487325884829E-10;1.0663812651306636E-7;9.951106066657375E-8;3.4906104186414047E-8;3.2767828653945895E-8;2.57421643074564E-7;7.721698897012937E-8;3.0174661969806175E-7;2.965262757037158E-7;6.415877201236343E-7;8.911550024764612E-7;2.3240375290795865E-7;2.965262757037158E-7;6.415877201236343E-7;6.382859380076887E-7;2.1612426061347092E-7;7.828687388846257E-8;5.810093822698966E-4;1.957171847211564E-4;2.732550443302039E-4;9.092329588412751E-5;0.018519;0.24999999999999997
4874.0;3.5989476411894045E-6;1.9998E-4;1.17810898579673E-6;6.169731117756086E-8;2.03170246850371E-8;733.413159047231;6.923588105951438E-10;1.0663815584479469E-7;9.951177241668268E-8;3.4907829526024056E-8;3.2769392505619324E-8;2.573970055093153E-7;7.722284693303236E-8;3.0175243284970184E-7;2.965395416692627E-7;6.416183121640871E-7;8.911721704582471E-7;2.324148343950912E-7;2.965395416692627E-7;6.416183121640871E-7;6.383212446089813E-7;2.1613621552813892E-7;7.829120433574701E-8;5.81037085987728E-4;1.957280108393675E-4;2.7326030860565643E-4;9.092736361605296E-5;0.018519;0.24999999999999997
4876.0;3.598948629698046E-6;1.9998E-4;1.178167131395816E-6;6.169775183276323E-8;2.0317992888883523E-8;733.4131589994375;6.913703019537807E-10;1.0663818513464491E-7;9.951248315059715E-8;3.490955240230066E-8;3.2770954124521766E-8;2.573724031201188E-7;7.722869653230091E-8;3.0175823770166873E-7;2.965527886944745E-7;6.416488605270127E-7;8.911893139286016E-7;2.3242590006073028E-7;2.965527886944745E-7;6.416488605270127E-7;6.383565008016041E-7;2.1614815337429633E-7;7.829552860027932E-8;5.810647501518257E-4;1.957388215006983E-4;2.732655653650891E-4;9.093142554032052E-5;0.018519;0.24999999999999997
4878.0;3.5989496167953533E-6;1.9998E-4;1.1782251939782055E-6;6.169819185882429E-8;2.0318959710388188E-8;733.4131589517121;6.903832046463376E-10;1.0663821438267682E-7;9.951319286976798E-8;3.4911272818760835E-8;3.2772513513840995E-8;2.57347835856751E-7;7.723453777987584E-8;3.01764034265812E-7;2.9656601680639306E-7;6.416793652747718E-7;8.912064329225204E-7;2.3243694992746498E-7;2.9656601680639306E-7;6.416793652747718E-7;6.383917066575274E-7;2.161600741763125E-7;7.829984669088686E-8;5.810923748186624E-4;1.9574961672721715E-4;2.7327081461923274E-4;9.093548166522201E-5;0.018519;0.24999999999999997
4880.0;3.5989506024833415E-6;1.9998E-4;1.1782831736624239E-6;6.169863125664229E-8;2.031992515152472E-8;733.4131589040552;6.893975166581467E-10;1.0663824358895015E-7;9.951390157564393E-8;3.491299077891653E-8;3.277407067676031E-8;2.57323303669062E-7;7.724037068768147E-8;3.0176982255396455E-7;2.9657922603202136E-7;6.417098264696353E-7;8.912235274749492E-7;2.3244798401785197E-7;2.9657922603202136E-7;6.417098264696353E-7;6.384268622486192E-7;2.1617197795852213E-7;7.830415861638438E-8;5.811199600446299E-4;1.9576039654096094E-4;2.73276056378803E-4;9.093953199903733E-5;0.018519;0.24999999999999997
4882.0;3.598951586764023E-6;1.9998E-4;1.1783410705668278E-6;6.169907002711419E-8;2.0320889214263907E-8;733.413158856466;6.884132359766577E-10;1.0663827275352444E-7;9.951460926967176E-8;3.49147062862747E-8;3.2775625616458375E-8;2.5729880650697184E-7;7.724619526762434E-8;3.017756025779424E-7;2.965924163983241E-7;6.417402441737857E-7;8.912405976207849E-7;2.3245900235441585E-7;2.965924163983241E-7;6.417402441737857E-7;6.384619676466446E-7;2.16183864745225E-7;7.830846438557405E-8;5.811475058860396E-4;1.957711609639351E-4;2.7328129065450025E-4;9.094357655003463E-5;0.018519;0.24999999999999997
4884.0;3.598952569639407E-6;1.9998E-4;1.1783988848096045E-6;6.169950817113569E-8;2.032185190057373E-8;733.4131588089449;6.874303605927083E-10;1.0663830187645932E-7;9.95153159532961E-8;3.4916419344337274E-8;3.277717833610935E-8;2.5727434432047466E-7;7.725201153159457E-8;3.0178137434954466E-7;2.9660558793222724E-7;6.417706184493166E-7;8.91257643394873E-7;2.324700049596491E-7;2.9660558793222724E-7;6.417706184493166E-7;6.38497022923266E-7;2.161957345606862E-7;7.831276400724544E-8;5.811750123991227E-4;1.957819100181136E-4;2.7328651745700945E-4;9.094761532647022E-5;0.018519;0.24999999999999997
4886.0;3.5989535511114995E-6;1.9998E-4;1.1784566165087724E-6;6.16999456896012E-8;2.0322813212419362E-8;733.4131587614917;6.864488885001012E-10;1.066383309578142E-7;9.951602162795955E-8;3.491812995660119E-8;3.277872883888289E-8;2.5724991705963236E-7;7.72578194914649E-8;3.0178713788055353E-7;2.9661874066061873E-7;6.418009493582331E-7;8.912746648320106E-7;2.3248099185601194E-7;2.9661874066061873E-7;6.418009493582331E-7;6.38532028150044E-7;2.162075874291364E-7;7.831705749017563E-8;5.812024796400298E-4;1.9579264372543908E-4;2.732917367970004E-4;9.095164833658864E-5;0.018519;0.24999999999999997
4888.0;3.598954531182305E-6;1.9998E-4;1.1785142657821822E-6;6.170038258340387E-8;2.032377315176317E-8;733.413158714106;6.854688176947562E-10;1.0663835999764847E-7;9.951672629510271E-8;3.49198381265584E-8;3.278027712794409E-8;2.572255246745822E-7;7.726361915909125E-8;3.017928931827346E-7;2.9663187461034754E-7;6.418312369624516E-7;8.912916619669446E-7;2.3249196306593263E-7;2.9663187461034754E-7;6.418312369624516E-7;6.385669833984368E-7;2.1621942337477133E-7;7.832134484312914E-8;5.812299076648316E-4;1.9580336210782285E-4;2.732969486851277E-4;9.095567558862266E-5;0.018519;0.24999999999999997
4890.0;3.5989555098538232E-6;1.9998E-4;1.1785718327475154E-6;6.170081885343552E-8;2.032473172056472E-8;733.4131586667881;6.844901461764052E-10;1.0663838899602137E-7;9.951742995616398E-8;3.4921543857695864E-8;3.2781823206453536E-8;2.5720116711552973E-7;7.726941054631336E-8;3.0179864026783627E-7;2.9664498980822463E-7;6.418614813237999E-7;8.913086348343718E-7;2.325029186118074E-7;2.9664498980822463E-7;6.418614813237999E-7;6.386018887398004E-7;2.162312424217525E-7;7.832562607485797E-8;5.812572965295185E-4;1.9581406518714493E-4;2.733021531320306E-4;9.095969709079326E-5;0.018519;0.24999999999999997
4892.0;3.5989564871280523E-6;1.9998E-4;1.178629317522286E-6;6.170125450058674E-8;2.0325688920780783E-8;733.4131586195379;6.835128719473209E-10;1.0663841795299208E-7;9.95181326125798E-8;3.492324715349555E-8;3.278336707756732E-8;2.571768443327515E-7;7.727519366495283E-8;3.018043791475906E-7;2.966580862810228E-7;6.418916825040182E-7;8.913255834689403E-7;2.3251385851600048E-7;2.966580862810228E-7;6.418916825040182E-7;6.38636744245389E-7;2.1624304459420676E-7;7.832990119410164E-8;5.812846462900012E-4;1.9582475298525408E-4;2.7330735014833327E-4;9.096371285130974E-5;0.018519;0.24999999999999997
4894.0;3.598957463006987E-6;1.9998E-4;1.1786867202238398E-6;6.170168952574685E-8;2.032664475436533E-8;733.413158572355;6.825369930127407E-10;1.0663844686861978E-7;9.951883426578454E-8;3.4924948017434486E-8;3.2784908744437E-8;2.5715255627659745E-7;7.72809685268153E-8;3.018101098337125E-7;2.966711640554763E-7;6.419218405647578E-7;8.913425079052482E-7;2.325247828008442E-7;2.966711640554763E-7;6.419218405647578E-7;6.386715499863557E-7;2.1625482991622642E-7;7.833417020958716E-8;5.813119570021104E-4;1.958354255239679E-4;2.7331253974464465E-4;9.096772287836963E-5;0.018519;0.24999999999999997
4896.0;3.5989584374926196E-6;1.9998E-4;1.1787440409693556E-6;6.17021239298039E-8;2.0327599223269537E-8;733.4131585252394;6.815625073800196E-10;1.0663847574296344E-7;9.951953491721054E-8;3.4926646452984696E-8;3.278644821020964E-8;2.571283028974852E-7;7.728673514368859E-8;3.018158323379006E-7;2.9668422315828155E-7;6.419519555675824E-7;8.913594081778447E-7;2.325356914886389E-7;2.9668422315828155E-7;6.419519555675824E-7;6.387063060337508E-7;2.1626659841186965E-7;7.83384331300291E-8;5.813392287215973E-4;1.9584608282507276E-4;2.733177219315586E-4;9.097172718015879E-5;0.018519;0.24999999999999997
4898.0;3.5989594105869393E-6;1.9998E-4;1.178801279875845E-6;6.170255771364465E-8;2.0328552329441814E-8;733.4131584781912;6.805894130603243E-10;1.0663850457608203E-7;9.952023456828807E-8;3.492834246361329E-8;3.278798547802783E-8;2.571040841459074E-7;7.7292493527345E-8;3.0182154667183634E-7;2.966972636160967E-7;6.419820275739676E-7;8.913762843212288E-7;2.3254658460165322E-7;2.966972636160967E-7;6.419820275739676E-7;6.387410124585242E-7;2.1627835010516004E-7;7.834268996412963E-8;5.81366461504133E-4;1.9585672491032407E-4;2.733228967196538E-4;9.097572576485138E-5;0.018519;0.24999999999999997
4900.0;3.598960382291933E-6;1.9998E-4;1.1788584370601516E-6;6.170299087815463E-8;2.0329504074827772E-8;733.41315843121;6.796177080665155E-10;1.0663853336803443E-7;9.95209332204454E-8;3.4930036052782396E-8;3.278952055102965E-8;2.570798999724231E-7;7.729824368953878E-8;3.0182725284718486E-7;2.9671028545554167E-7;6.420120566453012E-7;8.91393136369851E-7;2.3255746216212392E-7;2.9671028545554167E-7;6.420120566453012E-7;6.38775669331524E-7;2.1629008502008705E-7;7.834694072057842E-8;5.813936554053098E-4;1.9586735180144603E-4;2.733280641194939E-4;9.097971864060987E-5;0.018519;0.24999999999999997
4902.0;3.598961352609584E-6;1.9998E-4;1.178915512638953E-6;6.170342342421805E-8;2.0330454461370253E-8;733.4131583842961;6.78647390415689E-10;1.0663856211887936E-7;9.952163087510868E-8;3.4931727223949205E-8;3.279105343234873E-8;2.570557503276648E-7;7.730398564200877E-8;3.018329508755946E-7;2.9672328870319864E-7;6.420420428428839E-7;8.914099643581125E-7;2.325683241922561E-7;2.9672328870319864E-7;6.420420428428839E-7;6.388102767234973E-7;2.1630180318060574E-7;7.835118540805278E-8;5.814208104806402E-4;1.9587796352013193E-4;2.733332241416273E-4;9.098370581558512E-5;0.018519;0.24999999999999997
4904.0;3.598962321541873E-6;1.9998E-4;1.1789725067287601E-6;6.17038553527179E-8;2.0331403491009317E-8;733.413158337449;6.776784581266347E-10;1.0663859082867555E-7;9.952232753370207E-8;3.4933415980565987E-8;3.2792584125114185E-8;2.5703163516233293E-7;7.730971939647514E-8;3.0183864076869696E-7;2.967362733856118E-7;6.42071986227928E-7;8.914267683203652E-7;2.3257917071422301E-7;2.967362733856118E-7;6.42071986227928E-7;6.388448347050903E-7;2.16313504610637E-7;7.835542403521761E-8;5.814479267855575E-4;1.9588856008804402E-4;2.733383767965875E-4;9.098768729791632E-5;0.018519;0.24999999999999997
4906.0;3.5989632890907777E-6;1.9998E-4;1.1790294194459175E-6;6.170428666453593E-8;2.0332351165682267E-8;733.413158290669;6.767109092219543E-10;1.0663861949748159E-7;9.952302319764774E-8;3.493510232608007E-8;3.27941126324507E-8;2.570075544272018E-7;7.731544496464347E-8;3.018443225381073E-7;2.967492395292872E-7;6.42101886861559E-7;8.914435482909117E-7;2.3259000175016636E-7;2.967492395292872E-7;6.42101886861559E-7;6.388793433468478E-7;2.1632518933406765E-7;7.835965661072546E-8;5.814750043754159E-4;1.9589914152681365E-4;2.7334352209489293E-4;9.099166309573104E-5;0.018519;0.24999999999999997
4908.0;3.5989642552582737E-6;1.9998E-4;1.1790862509066032E-6;6.170471736055256E-8;2.0333297487323627E-8;733.4131582439556;6.757447417259434E-10;1.06638648125356E-7;9.952371786836578E-8;3.493678626393386E-8;3.2795638957478475E-8;2.569835080731122E-7;7.73211623582008E-8;3.018499961954241E-7;2.967621871606934E-7;6.421317448048152E-7;8.914603043040066E-7;2.3260081732219622E-7;2.967621871606934E-7;6.421317448048152E-7;6.389138027192144E-7;2.1633685737475038E-7;7.836388314321651E-8;5.815020433054905E-4;1.9590970785804128E-4;2.73348660047047E-4;9.099563321714527E-5;0.018519;0.24999999999999997
4910.0;3.598965220046333E-6;1.9998E-4;1.1791430012268302E-6;6.170514744164703E-8;2.0334242457865165E-8;733.413158197309;6.747799536667093E-10;1.0663867671235723E-7;9.952441154727425E-8;3.4938467797564865E-8;3.279716310331327E-8;2.5695949605097854E-7;7.732687158881881E-8;3.018556617522294E-7;2.9677511630626097E-7;6.421615601186473E-7;8.914770363938548E-7;2.3261161745239106E-7;2.9677511630626097E-7;6.421615601186473E-7;6.389482128925345E-7;2.1634850875650383E-7;7.836810364131864E-8;5.815290436309776E-4;1.9592025910329658E-4;2.733537906635381E-4;9.099959767026338E-5;0.018519;0.24999999999999997
4912.0;3.5989661834569247E-6;1.9998E-4;1.1791996705224448E-6;6.170557690869728E-8;2.0335186079235892E-8;733.4131581507289;6.738165430749004E-10;1.0663870525854365E-7;9.952510423578922E-8;3.494014693040565E-8;3.279868507306639E-8;2.5693551831178215E-7;7.733257266815164E-8;3.0186131922008854E-7;2.9678802699238273E-7;6.421913328639193E-7;8.914937445946123E-7;2.326224021627979E-7;2.9678802699238273E-7;6.421913328639193E-7;6.389825739370511E-7;2.1636014350311259E-7;7.837231811364735E-8;5.815560054069947E-4;1.9593079528411835E-4;2.733589139548397E-4;9.10035564631782E-5;0.018519;0.24999999999999997
4914.0;3.5989671454920164E-6;1.9998E-4;1.1792562589091287E-6;6.170600576257999E-8;2.0336128353362057E-8;733.4131581042154;6.728545079832826E-10;1.066387337639735E-7;9.952579593532468E-8;3.494182366588391E-8;3.2800204869844684E-8;2.569115748065764E-7;7.733826560783707E-8;3.0186696861055046E-7;2.968009192454139E-7;6.42221063101408E-7;8.915104289403864E-7;2.3263317147543224E-7;2.968009192454139E-7;6.42221063101408E-7;6.390168859229073E-7;2.1637176163832719E-7;7.837652656880585E-8;5.815829286885805E-4;1.9594131642201463E-4;2.7336402993141017E-4;9.100750960397099E-5;0.018519;0.24999999999999997
4916.0;3.598968106153571E-6;1.9998E-4;1.1793127665023983E-6;6.170643400417063E-8;2.0337069282167176E-8;733.4131580577682;6.718938464284337E-10;1.0663876222870501E-7;9.952648664729267E-8;3.4943498007422454E-8;3.280172249675059E-8;2.568876654864854E-7;7.734395041949652E-8;3.018726099351475E-7;2.9681379309167185E-7;6.42250750891804E-7;8.915270894652358E-7;2.3264392541227806E-7;2.9681379309167185E-7;6.42250750891804E-7;6.390511489201464E-7;2.163833631858645E-7;7.838072901538514E-8;5.816098135306951E-4;1.9595182253846283E-4;2.7336913860369306E-4;9.101145710071148E-5;0.018519;0.24999999999999997
4918.0;3.598969065443551E-6;1.9998E-4;1.179369193417605E-6;6.170686163434335E-8;2.0338008867571996E-8;733.4131580113875;6.709345564486253E-10;1.0663879065279627E-7;9.952717637310314E-8;3.494516995843917E-8;3.28032379568821E-8;2.568637903026997E-7;7.734962711473454E-8;3.018782432053958E-7;2.968266485574369E-7;6.422803962957105E-7;8.915437262031713E-7;2.3265466399528807E-7;2.968266485574369E-7;6.422803962957105E-7;6.390853629987113E-7;2.1639494816940735E-7;7.838492546196387E-8;5.816366599882202E-4;1.9596231365490965E-4;2.733742399821171E-4;9.101539896145785E-5;0.018519;0.24999999999999997
4920.0;3.5989700233639133E-6;1.9998E-4;1.1794255397699355E-6;6.170728865397116E-8;2.0338947111494544E-8;733.413157965073;6.699766360863642E-10;1.0663881903630529E-7;9.95278651141641E-8;3.494683952234708E-8;3.28047512533328E-8;2.568399492064827E-7;7.735529570513918E-8;3.0188386843279477E-7;2.968394856689513E-7;6.423099993736449E-7;8.915603391881538E-7;2.3266538724638362E-7;2.968394856689513E-7;6.423099993736449E-7;6.391195282284452E-7;2.1640651661260483E-7;7.838911591710848E-8;5.81663468115959E-4;1.9597278979277118E-4;2.7337933407709593E-4;9.101933519425682E-5;0.018519;0.24999999999999997
4922.0;3.5989709799166134E-6;1.9998E-4;1.1794818056744117E-6;6.17077150639257E-8;2.0339884015850096E-8;733.4131579188245;6.69020083386275E-10;1.0663884737929002E-7;9.95285528718815E-8;3.494850670255435E-8;3.2806262389191853E-8;2.568161421491656E-7;7.736095620228208E-8;3.018894856288275E-7;2.9685230445242E-7;6.423395601860378E-7;8.915769284540966E-7;2.3267609518745478E-7;2.9685230445242E-7;6.423395601860378E-7;6.391536446790918E-7;2.1641806853907226E-7;7.839330038937317E-8;5.816902379686369E-4;1.9598325097343292E-4;2.7338442089902846E-4;9.10232658071436E-5;0.018519;0.24999999999999997
4924.0;3.598971935103604E-6;1.9998E-4;1.1795379912458921E-6;6.170814086507748E-8;2.0340819582551193E-8;733.4131578726419;6.68064896395523E-10;1.066388756818083E-7;9.952923964765932E-8;3.495017150246426E-8;3.280777136754399E-8;2.567923690821499E-7;7.736660861771803E-8;3.018950948049608E-7;2.9686510493401064E-7;6.423690787932332E-7;8.915934940348645E-7;2.3268678784036028E-7;2.9686510493401064E-7;6.423690787932332E-7;6.391877124202945E-7;2.1642960397239123E-7;7.839747888729995E-8;5.817169696009007E-4;1.9599369721824987E-4;2.7338950045829874E-4;9.102719080814192E-5;0.018519;0.24999999999999997
4926.0;3.598972888926836E-6;1.9998E-4;1.1795940965990705E-6;6.170856605829565E-8;2.0341753813507653E-8;733.4131578265254;6.671110731638151E-10;1.0663890394391794E-7;9.95299254428995E-8;3.4951833925475236E-8;3.280927819146956E-8;2.5676862995690566E-7;7.737225296298575E-8;3.01900695972645E-7;2.9687788713985356E-7;6.423985552554898E-7;8.916100359642737E-7;2.3269746522692773E-7;2.9687788713985356E-7;6.423985552554898E-7;6.392217315215981E-7;2.1644112293610954E-7;7.84016514194186E-8;5.817436630673193E-4;1.9600412854854648E-4;2.7339457276527595E-4;9.103111020526407E-5;0.018519;0.24999999999999997
4928.0;3.5989738413882554E-6;1.9998E-4;1.179650121848477E-6;6.170899064444824E-8;2.0342686710626554E-8;733.4131577804748;6.661586117442459E-10;1.0663893216567661E-7;9.9530610259002E-8;3.4953493974980864E-8;3.281078286404452E-8;2.5674492472497415E-7;7.737788924960689E-8;3.019062891433139E-7;2.968906510960415E-7;6.424279896329798E-7;8.916265542760919E-7;2.3270812736895348E-7;2.968906510960415E-7;6.424279896329798E-7;6.392557020524474E-7;2.164526254537416E-7;7.840581799424671E-8;5.817703184223836E-4;1.9601454498561677E-4;2.7339963783031446E-4;9.103502400651089E-5;0.018519;0.24999999999999997
4930.0;3.598974792489807E-6;1.9998E-4;1.1797060671084789E-6;6.170941462440195E-8;2.0343618275812272E-8;733.4131577344899;6.652075101924513E-10;1.0663896034714194E-7;9.953129409736476E-8;3.495515165436988E-8;3.2812285388340404E-8;2.567212533379644E-7;7.738351748908764E-8;3.0191187432838547E-7;2.9690339682863026E-7;6.424573819857888E-7;8.916430490040396E-7;2.3271877428820278E-7;2.9690339682863026E-7;6.424573819857888E-7;6.392896240821889E-7;2.1646411154876811E-7;7.840997862028978E-8;5.817969357205069E-4;1.9602494655072446E-4;2.734046956637539E-4;9.10389322198718E-5;0.018519;0.24999999999999997
4932.0;3.598975742233432E-6;1.9998E-4;1.1797619324932793E-6;6.170983799902228E-8;2.034454851096644E-8;733.4131576885705;6.642577665674554E-10;1.0663898848837142E-7;9.953197695938374E-8;3.495680696702616E-8;3.2813785767424396E-8;2.5669761574755226E-7;7.738913769291623E-8;3.019174515392609E-7;2.9691612436363814E-7;6.424867323739179E-7;8.916595201817879E-7;2.3272940600640998E-7;2.9691612436363814E-7;6.424867323739179E-7;6.393234976800692E-7;2.164755812446363E-7;7.841413330604111E-8;5.818235150160249E-4;1.9603533326510277E-4;2.7340974627591916E-4;9.104283485332483E-5;0.018519;0.24999999999999997
4934.0;3.5989766906210697E-6;1.9998E-4;1.1798177181169187E-6;6.171026076917349E-8;2.0345477417987993E-8;733.4131576427169;6.633093789299761E-10;1.0663901658942254E-7;9.953265884645291E-8;3.495845991632878E-8;3.281528400435927E-8;2.5667401190548783E-7;7.739474987256623E-8;3.019230207873252E-7;2.9692883372704666E-7;6.425160408572818E-7;8.916759678429606E-7;2.3274002254527815E-7;2.9692883372704666E-7;6.425160408572818E-7;6.393573229152365E-7;2.164870345647598E-7;7.841828205998187E-8;5.818500563631953E-4;1.9604570514995467E-4;2.734147896771203E-4;9.104673191483658E-5;0.018519;0.24999999999999997
4936.0;3.5989776376546555E-6;1.9998E-4;1.179873424093275E-6;6.171068293571861E-8;2.034640499877316E-8;733.4131575969287;6.623623453441197E-10;1.0663904465035264E-7;9.953333975996428E-8;3.496011050565196E-8;3.281678010220348E-8;2.5665044176358593E-7;7.740035403949398E-8;3.019285820839473E-7;2.9694152494479985E-7;6.425453074957098E-7;8.916923920211332E-7;2.3275062392647953E-7;2.9694152494479985E-7;6.425453074957098E-7;6.393910998567404E-7;2.1649847153251895E-7;7.842242489058115E-8;5.818765598161988E-4;1.9605606222645287E-4;2.734198258776527E-4;9.105062341236232E-5;0.018519;0.24999999999999997
4938.0;3.598978583336123E-6;1.9998E-4;1.1799290505360626E-6;6.171110449951943E-8;2.0347331255215437E-8;733.4131575512058;6.614166638765335E-10;1.0663907267121902E-7;9.953401970130778E-8;3.496175873836514E-8;3.281827406401104E-8;2.566269052737317E-7;7.740595020513865E-8;3.019341354404799E-7;2.96954198042805E-7;6.425745323489455E-7;8.917087927498335E-7;2.3276121017165535E-7;2.96954198042805E-7;6.425745323489455E-7;6.394248285735314E-7;2.165098921712607E-7;7.842656180629593E-8;5.819030254291383E-4;1.960664045157398E-4;2.7342485488779703E-4;9.105450935384592E-5;0.018519;0.24999999999999997
4940.0;3.598979527667403E-6;1.9998E-4;1.1799845975588347E-6;6.17115254614365E-8;2.0348256189205637E-8;733.4131575055483;6.604723325968294E-10;1.0663910065207886E-7;9.953469867187147E-8;3.496340461783292E-8;3.2819765892831655E-8;2.566034023878789E-7;7.741153838092493E-8;3.019396808682592E-7;2.969668530469323E-7;6.426037154766479E-7;8.917251700625412E-7;2.3277178130241598E-7;2.969668530469323E-7;6.426037154766479E-7;6.394585091344623E-7;2.1652129650429864E-7;7.843069281557112E-8;5.819294532560399E-4;1.960767320389278E-4;2.7342987671781933E-4;9.105838974721995E-5;0.018519;0.24999999999999997
4942.0;3.5989804706504225E-6;1.9998E-4;1.180040065274982E-6;6.171194582232918E-8;2.034917980263187E-8;733.4131574599559;6.595293495771605E-10;1.066391285929893E-7;9.953537667304133E-8;3.4965048147415104E-8;3.282125559171065E-8;2.5657993305804945E-7;7.741711857825938E-8;3.0194521837860545E-7;2.9697948998301493E-7;6.4263285693839E-7;8.917415239926883E-7;2.327823373403409E-7;2.9697948998301493E-7;6.4263285693839E-7;6.394921416082866E-7;2.1653268455491298E-7;7.843481792683958E-8;5.819558433508523E-4;1.9608704481709893E-4;2.7343489137797097E-4;9.106226460040562E-5;0.018519;0.24999999999999997
4944.0;3.598981412287107E-6;1.9998E-4;1.1800954537977327E-6;6.171236558305556E-8;2.0350102097379553E-8;733.4131574144286;6.585877128926442E-10;1.0663915649400734E-7;9.95360537062014E-8;3.496668933046671E-8;3.2822743163689034E-8;2.5655649723633433E-7;7.742269080853364E-8;3.019507479828228E-7;2.9699210887684934E-7;6.426619567936603E-7;8.917578545736589E-7;2.3279287830697884E-7;2.9699210887684934E-7;6.426619567936603E-7;6.395257260636608E-7;2.1654405634635087E-7;7.843893714852211E-8;5.81982195767447E-4;1.9609734287130527E-4;2.734398988784887E-4;9.106613392131287E-5;0.018519;0.24999999999999997
4946.0;3.5989823525793783E-6;1.9998E-4;1.1801507632401543E-6;6.171278474447253E-8;2.0351023075331407E-8;733.4131573689663;6.57647420621363E-10;1.0663918435518999E-7;9.95367297727338E-8;3.496832817033795E-8;3.2824228611803444E-8;2.5653309487489227E-7;7.742825508312251E-8;3.0195626969219903E-7;2.97004709754195E-7;6.426910151018621E-7;8.9177416183879E-7;2.3280340422384768E-7;2.97004709754195E-7;6.426910151018621E-7;6.395592625691423E-7;2.1655541190182608E-7;7.844305048902753E-8;5.820085105596192E-4;1.961076262225688E-4;2.734448992295945E-4;9.106999771784029E-5;0.018519;0.24999999999999997
4948.0;3.598983291529156E-6;1.9998E-4;1.1802059937151524E-6;6.171320330743573E-8;2.035194273836746E-8;733.4131573235688;6.567084708435165E-10;1.0663921217659408E-7;9.953740487401857E-8;3.4969964670374277E-8;3.2825711939086194E-8;2.5650972592595103E-7;7.743381141338419E-8;3.0196178351800606E-7;2.970172926407747E-7;6.427200319223139E-7;8.917904458213699E-7;2.3281391511243462E-7;2.970172926407747E-7;6.427200319223139E-7;6.395927511931915E-7;2.1656675124451944E-7;7.84471579567526E-8;5.820347877810865E-4;1.9611789489188148E-4;2.7344989244149596E-4;9.107385599787524E-5;0.018519;0.24999999999999997
