t;AMPAR;AMPAR_bulk;AMPAR_P831;AMPAR_P845;AMPAR_P845_P831;Anchor;J__01_AMPAR_Transport;J__02_AMPAR_Phospho845;J__03_AMPAR_P845_Dephospho;J__04_AMPAR_P831_Phospho845;J__05_AMPAR_P831_P45_Dephospho;J__06_AMPAR_P845_int;J__07_AMPAR_P845_P831_int;J__08_mAMPAR_P845_Phospho831;J__09_mAMPAR_P845_P831_Dephospho831;J__10_mAMPAR_Phospho845;J__11_mAMPAR_P845_Dephospho845;J__12_mAMPAR_sep;J__13_mAMPAR_P845_P831_Dephospho845;J__14_mAMPAR_Phospho831;J__15_mAMPAR_P831_Dephospho831;J__16_mAMPAR_P831_Phospho845;J__17_mAMPAR_P831_sep;mAMPAR;mAMPAR_P831;mAMPAR_p845;mAMPAR_p845_p831;PKA;PP1
1374.0;3.591201314896297E-6;1.9998E-4;7.22990009675078E-7;5.8244487053262876E-8;1.273835579087475E-8;733.4135335410626;8.438685103702491E-9;1.0640862953828716E-7;9.394270340318343E-8;2.1422479052479543E-8;2.054573430231774E-8;4.501721169980507E-7;3.145561804451945E-8;2.562676761209103E-7;1.9283904546007256E-7;4.021790622907933E-7;7.568418789990761E-7;1.4568190614778139E-7;1.9283904546007256E-7;4.021790622907933E-7;3.6217831225015275E-7;1.2263365702431978E-7;4.4421656026934975E-8;3.6420476536945344E-4;1.1105414006733743E-4;2.3207022702363003E-4;5.912980483603384E-5;0.018519;0.24999999999999997
1376.0;3.5912133748835854E-6;1.9998E-4;7.236956935646519E-7;5.824986164611192E-8;1.2750108427284845E-8;733.413532958431;8.426625116414213E-9;1.0640898687985009E-7;9.395137209806945E-8;2.1443388740334566E-8;2.0564690165936752E-8;4.498720507341899E-7;3.1526489818847755E-8;2.5633847630546074E-7;1.9299990102504553E-7;4.025519909307386E-7;7.570509736672904E-7;1.4581699312034167E-7;1.9299990102504553E-7;4.025519909307386E-7;3.626070909588547E-7;1.2277884203161733E-7;4.447424652890122E-8;3.645424828008541E-4;1.1118561632225304E-4;2.3213434222167577E-4;5.917912772663581E-5;0.018519;0.24999999999999997
1378.0;3.591225417514985E-6;1.9998E-4;7.244003824792303E-7;5.82552285030466E-8;1.2761844483620221E-8;733.4135323766324;8.41458248501483E-9;1.0640934370715206E-7;9.396002831567863E-8;2.146426894668602E-8;2.058361928750052E-8;4.4957241635908776E-7;3.159726223043792E-8;2.5640917458526226E-7;1.9316052940885664E-7;4.0292438313900904E-7;7.572597673787833E-7;1.459518857806777E-7;1.9316052940885664E-7;4.0292438313900904E-7;3.6303526495981144E-7;1.2292382228515696E-7;4.452676286285799E-8;3.6487971445169423E-4;1.1131690715714496E-4;2.3219836513694824E-4;5.922838095721399E-5;0.018519;0.24999999999999997
1380.0;3.5912374428169524E-6;1.9998E-4;7.251040777899212E-7;5.826058763597814E-8;1.2773563982779563E-8;733.4135317956656;8.402557183047268E-9;1.0640970002097702E-7;9.396867207522263E-8;2.1485119712160376E-8;2.0602521703942426E-8;4.492732132076535E-7;3.1667935413313954E-8;2.564797711172346E-7;1.9332093092657437E-7;4.0329623971331803E-7;7.574682605969894E-7;1.460865844177435E-7;1.9332093092657437E-7;4.0329623971331803E-7;3.634628350357491E-7;1.2306859804996631E-7;4.4579205124805905E-8;3.6521646104435875E-4;1.1144801281201476E-4;2.3226229591155015E-4;5.9277564624376545E-5;0.018519;0.24999999999999997
1382.0;3.5912494508158863E-6;1.9998E-4;7.258067808657664E-7;5.826593905678898E-8;1.2785266947626832E-8;733.4135312155297;8.390549184113322E-9;1.0641005582210716E-7;9.397730339586663E-8;2.1505941077322907E-8;2.062139745213982E-8;4.4897444061641456E-7;3.173850950130939E-8;2.565502660579171E-7;1.9348110589278431E-7;4.036675614499714E-7;7.576764537842212E-7;1.462210893199833E-7;1.9348110589278431E-7;4.036675614499714E-7;3.638898019691864E-7;1.2321316959100288E-7;4.46315734107202E-8;3.6555272329995823E-4;1.115789335268005E-4;2.3232613468724019E-4;5.932667882458361E-5;0.018519;0.24999999999999997
1384.0;3.591261441538126E-6;1.9998E-4;7.265084930737505E-7;5.8271282777332925E-8;1.2796953400991421E-8;733.4135306362233;8.378558461873656E-9;1.0641041111132293E-7;9.398592229672968E-8;2.152673308267795E-8;2.0640246568914312E-8;4.4867609792349424E-7;3.180898462806671E-8;2.5662065956347203E-7;1.936410546215915E-7;4.0403834914387215E-7;7.578843474016764E-7;1.4635540077533313E-7;1.936410546215915E-7;4.0403834914387215E-7;3.6431616654242485E-7;1.2335753717315047E-7;4.468386781654941E-8;3.658885019383328E-4;1.1170966954137351E-4;2.3238988160543525E-4;5.937572365414797E-5;0.018519;0.24999999999999997
1386.0;3.5912734150099527E-6;1.9998E-4;7.272092157788098E-7;5.827661880943538E-8;1.2808623365668295E-8;733.4135300577452;8.366584990046954E-9;1.0641076588940301E-7;9.399452879688505E-8;2.1547495768669115E-8;2.0659069091031973E-8;4.483781844686056E-7;3.187936092703918E-8;2.56690951789687E-7;1.938007774266225E-7;4.044086035885246E-7;7.580919419094472E-7;1.4648951907122235E-7;1.938007774266225E-7;4.044086035885246E-7;3.6474192953753805E-7;1.2350170106121588E-7;4.473608843821417E-8;3.6622379767805587E-4;1.1184022109553542E-4;2.3245353680721308E-4;5.942469920923569E-5;0.018519;0.24999999999999997
1388.0;3.59128537125759E-6;1.9998E-4;7.279089503438412E-7;5.8281947164893557E-8;1.282027686441815E-8;733.4135294800944;8.3546287424095E-9;1.0641112015712445E-7;9.400312291536043E-8;2.1568229175679605E-8;2.0677865055203614E-8;4.480806995930399E-7;3.194963853149155E-8;2.567611428919776E-7;1.9396027462102742E-7;4.04778325576039E-7;7.582992377665263E-7;1.4662344449457544E-7;1.9396027462102742E-7;4.04778325576039E-7;3.6516709173636207E-7;1.2364566151992545E-7;4.478823537160598E-8;3.665586112364386E-4;1.1197058842901495E-4;2.325171004333145E-4;5.9473605585866716E-5;0.018519;0.24999999999999997
1390.0;3.591297310307203E-6;1.9998E-4;7.286076981297105E-7;5.828726785547664E-8;1.2831913919967547E-8;733.4135289032694;8.342689692796447E-9;1.0641147391526254E-7;9.401170467113841E-8;2.1588933344032435E-8;2.069663449808497E-8;4.477836426396559E-7;3.2019817574500536E-8;2.568312330253899E-7;1.9411954651748174E-7;4.051475158971354E-7;7.585062354308153E-7;1.4675717733181325E-7;1.9411954651748174E-7;4.051475158971354E-7;3.6559165392048563E-7;1.2378941881392167E-7;4.4840308712585984E-8;3.668929433295331E-4;1.1210077178146495E-4;2.3258057262414575E-4;5.9522442879915525E-5;0.018519;0.24999999999999997
1392.0;3.591309232184901E-6;1.9998E-4;7.293054604952611E-7;5.829258089292598E-8;1.284353455500906E-8;733.4135283272694;8.330767815098851E-9;1.0641182716459087E-7;9.402027408315663E-8;2.1609608313990693E-8;2.0715377456276977E-8;4.474870129528685E-7;3.2089898188955864E-8;2.5690122234460314E-7;1.9427859342818865E-7;4.0551617534114833E-7;7.587129353591332E-7;1.4689071786885479E-7;1.9427859342818865E-7;4.0551617534114833E-7;3.660156168712399E-7;1.2393297320776004E-7;4.489230855698377E-8;3.672267946721369E-4;1.1223077139245942E-4;2.3264395351978078E-4;5.957121118711172E-5;0.018519;0.24999999999999997
1394.0;3.5913211369167343E-6;1.9998E-4;7.300022387973223E-7;5.82978862889553E-8;1.2855138792201422E-8;733.4135277520927;8.318863083265366E-9;1.0641217990588137E-7;9.402883117030819E-8;2.1630254125757798E-8;2.0734093966325983E-8;4.471908098786359E-7;3.2159880507560915E-8;2.569711110039322E-7;1.9443741566488074E-7;4.0588430469603066E-7;7.589193380072215E-7;1.4702406639111858E-7;1.9443741566488074E-7;4.0588430469603066E-7;3.664389813696895E-7;1.240763249659056E-7;4.494423500059621E-8;3.6756016597779646E-4;1.1236058750149053E-4;2.3270724325996365E-4;5.961991060304063E-5;0.018519;0.24999999999999997
1396.0;3.5913330245286987E-6;1.9998E-4;7.306980343907182E-7;5.8303184055250915E-8;1.286672665416966E-8;733.4135271777385;8.306975471300975E-9;1.0641253213990424E-7;9.403737595144198E-8;2.1650870819477736E-8;2.075278406472397E-8;4.468950327644554E-7;3.222976466283373E-8;2.5704089915733E-7;1.9459601353882211E-7;4.0625190474835853E-7;7.591254438297539E-7;1.4715722318352447E-7;1.9459601353882211E-7;4.0625190474835853E-7;3.6686174819662227E-7;1.242194743527299E-7;4.49960881391863E-8;3.6789305795881114E-4;1.1249022034796576E-4;2.3277044198411067E-4;5.966854122314393E-5;0.018519;0.24999999999999997
1398.0;3.5913448950467327E-6;1.9998E-4;7.313928486282749E-7;5.830847420347182E-8;1.2878298163505233E-8;733.4135266042055;8.295104953266988E-9;1.0641288386742811E-7;9.404590844536283E-8;2.1671458435235316E-8;2.077144778790877E-8;4.4659968095934316E-7;3.229955078710743E-8;2.5711058695839005E-7;1.9475438736081017E-7;4.066189762833345E-7;7.593312532803423E-7;1.4729018853049481E-7;1.9475438736081017E-7;4.066189762833345E-7;3.6728391813254087E-7;1.2436242163250783E-7;4.5047868068482E-8;3.68225471326237E-4;1.1261967017120499E-4;2.328335498313127E-4;5.971710314272021E-5;0.018519;0.24999999999999997
1400.0;3.591356748496719E-6;1.9998E-4;7.320866828608294E-7;5.831375674524998E-8;1.288985334276617E-8;733.4135260314927;8.28325150328062E-9;1.0641323508921985E-7;9.405442867083196E-8;2.169201701305638E-8;2.0790085172264307E-8;4.4630475381383376E-7;3.236923901253133E-8;2.57180174560349E-7;1.9491253744117762E-7;4.0698552008479257E-7;7.595367668115442E-7;1.4742296271595622E-7;1.9491253744117762E-7;4.0698552008479257E-7;3.6770549195765286E-7;1.2450516706941428E-7;4.509957488417508E-8;3.685574067898905E-4;1.127489372104377E-4;2.3289656694033725E-4;5.976559645692556E-5;0.018519;0.24999999999999997
1402.0;3.591368584904485E-6;1.9998E-4;7.327795384372374E-7;5.831903169219049E-8;1.2901392214477201E-8;733.4135254595985;8.271415095514564E-9;1.0641358580604478E-7;9.406293664656728E-8;2.171254659290809E-8;2.08086962541208E-8;4.460102506799656E-7;3.2438829471070947E-8;2.572496621160888E-7;1.9507046408979428E-7;4.0735153693520237E-7;7.597419848748704E-7;1.4755554602334094E-7;1.9507046408979428E-7;4.0735153693520237E-7;3.681264704518618E-7;1.2464771092752135E-7;4.515120868192008E-8;3.688888650583523E-4;1.1287802170480019E-4;2.3295949344963077E-4;5.981402126077413E-5;0.018519;0.24999999999999997
1404.0;3.5913804042958026E-6;1.9998E-4;7.334714167043809E-7;5.832429905587167E-8;1.2912914801129906E-8;733.4135248885221;8.259595704196996E-9;1.0641393601866647E-7;9.407143239124346E-8;2.1733047214699107E-8;2.082728106975499E-8;4.457161709112677E-7;3.2508322294510304E-8;2.5731904977813907E-7;1.9522816761606893E-7;4.077170276156723E-7;7.599469079207906E-7;1.4768793873558843E-7;1.9522816761606893E-7;4.077170276156723E-7;3.685468543947583E-7;1.2479005347079526E-7;4.520276955733313E-8;3.692198468389711E-4;1.1300692389333282E-4;2.3302232949732072E-4;5.9862377649138724E-5;0.018519;0.24999999999999997
1406.0;3.591392206696389E-6;1.9998E-4;7.341623190071763E-7;5.832955884784536E-8;1.2924421125182818E-8;733.4135243182623;8.247793303610727E-9;1.0641428572784697E-7;9.407991592349254E-8;2.175351891827987E-8;2.0845839655390312E-8;4.4542251386275667E-7;3.2577717614450585E-8;2.573883376986798E-7;1.9538564832895127E-7;4.0808199290595495E-7;7.601515363987415E-7;1.4782014113514682E-7;1.9538564832895127E-7;4.0808199290595495E-7;3.6896664456561134E-7;1.2493219496309315E-7;4.525425760599093E-8;3.6955035283786706E-4;1.1313564401497731E-4;2.330850752212177E-4;5.991066571675135E-5;0.018519;0.24999999999999997
1408.0;3.5914039921319064E-6;1.9998E-4;7.34852246688582E-7;5.833481107963701E-8;1.2935911209061584E-8;733.4135237488176;8.236007868093198E-9;1.0641463493434665E-7;9.408838726190389E-8;2.1773961743442774E-8;2.0864372047197182E-8;4.451292788909191E-7;3.2647015562312764E-8;2.5745752602954314E-7;1.955429065369334E-7;4.0844643358445036E-7;7.603558707571336E-7;1.4795215350397436E-7;1.955429065369334E-7;4.0844643358445036E-7;3.693858417433594E-7;1.250741356681603E-7;4.530567292342962E-8;3.698803837599359E-4;1.1326418230857404E-4;2.3314773075881753E-4;5.9958885558203764E-5;0.018519;0.24999999999999997
1410.0;3.591415760627963E-6;1.9998E-4;7.355412010896062E-7;5.834005576274587E-8;1.2947385075159059E-8;733.4135231801871;8.224239372036486E-9;1.0641498363892428E-7;9.409684642502472E-8;2.179437572992245E-8;2.0882878281293107E-8;4.4483646535371036E-7;3.271621626933676E-8;2.5752661492221597E-7;1.9569994254805198E-7;4.0881035042820985E-7;7.605599114433569E-7;1.4808397612354088E-7;1.9569994254805198E-7;4.0881035042820985E-7;3.698044467066017E-7;1.252158758496273E-7;4.535701560514379E-8;3.702099403088522E-4;1.1339253901285948E-4;2.3321029624730335E-4;6.0007037267948E-5;0.018519;0.24999999999999997
1412.0;3.591427512210113E-6;1.9998E-4;7.362291835493141E-7;5.834529290864522E-8;1.2958842745835467E-8;733.4135226123697;8.212487789886454E-9;1.0641533184233708E-7;9.41052934313603E-8;2.1814760917395968E-8;2.0901358393742956E-8;4.4454407261053895E-7;3.278531986658324E-8;2.575956045278422E-7;1.9585675666988968E-7;4.091737442129409E-7;7.607636589037888E-7;1.4821560927482928E-7;1.9585675666988968E-7;4.091737442129409E-7;3.7022246023359016E-7;1.2535741577100692E-7;4.54082857465854E-8;3.7053902318707316E-4;1.135207143664635E-4;2.3327277182354762E-4;6.005512094029695E-5;0.018519;0.24999999999999997
1414.0;3.591439246903857E-6;1.9998E-4;7.369161954048356E-7;5.835052252878246E-8;1.2970284243418498E-8;733.4135220453641;8.200753096142752E-9;1.0641567954534057E-7;9.411372829937421E-8;2.1835117345483012E-8;2.0919812420559145E-8;4.44252100022259E-7;3.285432648493372E-8;2.576644949972249E-7;1.9601334920957715E-7;4.095366157130103E-7;7.609671135838E-7;1.4834705323833697E-7;1.9601334920957715E-7;4.095366157130103E-7;3.706398831022205E-7;1.2549875569569155E-7;4.5459483443162737E-8;3.708676330958424E-4;1.1364870860790684E-4;2.3333515762411413E-4;6.010313666942486E-5;0.018519;0.24999999999999997
1416.0;3.5914509647346417E-6;1.9998E-4;7.376022379913721E-7;5.835574463457929E-8;1.2981709590203452E-8;733.4135214791689;8.189035265357968E-9;1.0641602674868882E-7;9.412215104748848E-8;2.1855445053746172E-8;2.0938240397701833E-8;4.4396054695115906E-7;3.292323625509164E-8;2.5773328648082844E-7;1.961697204737945E-7;4.098989657014489E-7;7.611702759277608E-7;1.4847830829407729E-7;1.961697204737945E-7;4.098989657014489E-7;3.7105671609002466E-7;1.2563989588695024E-7;4.551060879023947E-8;3.711957707351932E-4;1.1377652197559867E-4;2.3339745378526006E-4;6.0151084549367874E-5;0.018519;0.24999999999999997
1418.0;3.591462665727861E-6;1.9998E-4;7.382873126422047E-7;5.836095923743192E-8;1.2993118808453352E-8;733.4135209137834;8.177334272138479E-9;1.064163734531342E-7;9.413056169408414E-8;2.18757440816911E-8;2.0956642361079133E-8;4.436694127609565E-7;3.299204930758297E-8;2.5780197912878074E-7;1.9632587076877326E-7;4.102607949499549E-7;7.613731463790481E-7;1.48609374721581E-7;1.9632587076877326E-7;4.102607949499549E-7;3.7147295997416186E-7;1.25780836607926E-7;4.5561661883133587E-8;3.7152343680395245E-4;1.1390415470783396E-4;2.3345966044293785E-4;6.0198964674024536E-5;0.018519;0.24999999999999997
1420.0;3.5914743499088565E-6;1.9998E-4;7.389714206887003E-7;5.8366166348711184E-8;1.3004511920399051E-8;733.4135203492061;8.165650091143176E-9;1.0641671965942764E-7;9.413896025750121E-8;2.1896014468766755E-8;2.0975018346547255E-8;4.4337869681678675E-7;3.306076577275581E-8;2.578705730908754E-7;1.9648180040029773E-7;4.1062210422889775E-7;7.615757253800514E-7;1.4874025279989756E-7;1.9648180040029773E-7;4.1062210422889775E-7;3.718886155314114E-7;1.259215781216331E-7;4.561264281711644E-8;3.718506319997439E-4;1.1403160704279111E-4;2.3352177773279718E-4;6.0246777137156316E-5;0.018519;0.24999999999999997
1422.0;3.5914860173029166E-6;1.9998E-4;7.396545634603192E-7;5.837136597976274E-8;1.301588894823938E-8;733.4135197854359;8.153982697083044E-9;1.064170653683184E-7;9.414734675603914E-8;2.191625625436559E-8;2.099336838991077E-8;4.4308839848519306E-7;3.3129385780783455E-8;2.579390685165738E-7;1.966375096737069E-7;4.109828943073229E-7;7.617780133721789E-7;1.4887094280759675E-7;1.966375096737069E-7;4.109828943073229E-7;3.723036835381643E-7;1.260621206909543E-7;4.5663551687411796E-8;3.7217735701899186E-4;1.1415887921852948E-4;2.3358380579018692E-4;6.029452203238811E-5;0.018519;0.24999999999999997
1424.0;3.5914976679352776E-6;1.9998E-4;7.403367422846222E-7;5.837655814190718E-8;1.3027249914141237E-8;733.4135192224718;8.142332064722007E-9;1.0641741058055426E-7;9.415572120795694E-8;2.193646947782378E-8;2.1011692526922736E-8;4.427985171341188E-7;3.319790946166238E-8;2.580074655550073E-7;1.9679299889389597E-7;4.113431659529548E-7;7.619800107958638E-7;1.4900144502276986E-7;1.9679299889389597E-7;4.113431659529548E-7;3.7271816477041525E-7;1.2620246457863848E-7;4.5714388589194834E-8;3.725036125569246E-4;1.1428597147298708E-4;2.3364574475015696E-4;6.034219945320873E-5;0.018519;0.24999999999999997
1426.0;3.5915093018311244E-6;1.9998E-4;7.410179584872771E-7;5.8381742846440226E-8;1.3038594840239723E-8;733.4135186603125;8.130698168875233E-9;1.0641775529688147E-7;9.416408363147354E-8;2.1956654178421404E-8;2.1029990793284942E-8;4.425090521328984E-7;3.3266336945214895E-8;2.5807576435497905E-7;1.9694826836531784E-7;4.1170291993220064E-7;7.621817180905707E-7;1.4913175972303123E-7;1.9694826836531784E-7;4.1170291993220064E-7;3.7313206000375576E-7;1.2634261004729765E-7;4.576515361759124E-8;3.7282939930757803E-4;1.144128840439781E-4;2.3370759474746015E-4;6.0389809492971414E-5;0.018519;0.24999999999999997
1428.0;3.5915209190155897E-6;1.9998E-4;7.416982133920654E-7;5.838692010463291E-8;1.3049923748638241E-8;733.4135180989566;8.119080984409986E-9;1.0641809951804472E-7;9.417243404476796E-8;2.197681039538265E-8;2.104826322464803E-8;4.422200028522497E-7;3.333466836108807E-8;2.5814396506496625E-7;1.9710331839198501E-7;4.1206215701015565E-7;7.623831356948013E-7;1.492618871855196E-7;1.9710331839198501E-7;4.1206215701015565E-7;3.73545370013366E-7;1.2648255735940472E-7;4.581584686767629E-8;3.73154717963799E-4;1.1453961716919071E-4;2.3376935591655403E-4;6.0437352244894295E-5;0.018519;0.24999999999999997
1430.0;3.591532519513754E-6;1.9998E-4;7.423775083208896E-7;5.839208992773162E-8;1.3061236661408616E-8;733.4135175384035;8.107480486245618E-9;1.0641844324478712E-7;9.418077246597958E-8;2.199693816787605E-8;2.106650985661173E-8;4.4193136866426444E-7;3.340290383875618E-8;2.582120678331221E-7;1.9725814927747078E-7;4.1242087795060463E-7;7.625842640461003E-7;1.4939182768689946E-7;1.9725814927747078E-7;4.1242087795060463E-7;3.739580955740072E-7;1.2662230677729077E-7;4.586646843447386E-8;3.7347956921724866E-4;1.1466617108618465E-4;2.3383102839160283E-4;6.048482780206089E-5;0.018519;0.24999999999999997
1432.0;3.5915441033506486E-6;1.9998E-4;7.43055844593779E-7;5.8397252326958355E-8;1.307253360059121E-8;733.4135169786517;8.095896649351037E-9;1.064187864778504E-7;9.418909891320838E-8;2.2017037535014597E-8;2.108473072472501E-8;4.4164314894239823E-7;3.3471043507519874E-8;2.582800728072778E-7;1.9741276132491107E-7;4.1277908351602764E-7;7.627851035810613E-7;1.4952158150336245E-7;1.9741276132491107E-7;4.1277908351602764E-7;3.7437023746001464E-7;1.2676185856314262E-7;4.5917018412955626E-8;3.738039537584061E-4;1.1479254603238906E-4;2.338926123064791E-4;6.0532236257420585E-5;0.018519;0.24999999999999997
1434.0;3.591555670551253E-6;1.9998E-4;7.437332235288973E-7;5.840240731351085E-8;1.3083814588195026E-8;733.4135164197002;8.084329448746816E-9;1.0641912921797465E-7;9.419741340451522E-8;2.2037108535856034E-8;2.110292586448627E-8;4.413553430614658E-7;3.353908749650752E-8;2.583479801349444E-7;1.9756715483700576E-7;4.13136774467603E-7;7.62985654735333E-7;1.4965114891062866E-7;1.9756715483700576E-7;4.13136774467603E-7;3.747817964452904E-7;1.2690121297900045E-7;4.596749689804009E-8;3.7412787227657164E-4;1.1491874224510022E-4;2.3395410779476558E-4;6.057957770378907E-5;0.018519;0.24999999999999997
